EEG Fpz-Cz,EEG Pz-Oz,EOG horizontal,Resp oro-nasal,EMG submental,Temp rectal,Event marker,annotation
0.390745501,0.489496825,0.539331135,0.491974092,0.957854406,0.866445458,0.70718232,Sleep stage W
0.383033419,0.49975574,0.529439472,0.499859195,0.939244663,0.86437163,0.61878453,Sleep stage W
0.421961072,0.446018564,0.526613283,0.497606308,0.929939792,0.866445458,0.55801105,Sleep stage W
0.40506794,0.459697118,0.565237871,0.493100535,0.921182266,0.866445458,0.580110497,Sleep stage W
0.372383401,0.437713727,0.529910504,0.495071811,0.950738916,0.866860224,0.745856354,Sleep stage W
0.380095483,0.497801661,0.552048987,0.494226978,0.930487137,0.868934052,0.602209945,Sleep stage W
0.377892031,0.47630679,0.54686764,0.495353422,0.907498632,0.872252178,0.585635359,Sleep stage W
0.309585017,0.496336102,0.846914743,0.493945368,0.920634921,0.874326006,0.458563536,Sleep stage W
0.361733382,0.446995603,0.555346208,0.494508589,0.943623426,0.878473662,0.480662983,Sleep stage W
0.396621373,0.489008305,0.564295808,0.493100535,0.967159278,0.874740771,0.585635359,Sleep stage W
0.383400661,0.457254519,0.549222798,0.495353422,0.939244663,0.879303194,0.337016575,Sleep stage W
0.33933162,0.460674157,0.634008479,0.489439594,0.925561029,0.87391124,0.386740331,Sleep stage W
0.34116783,0.456277479,0.486575601,0.4947902,0.931581828,0.875570303,0.436464088,Sleep stage W
0.326110907,0.492916463,0.468676401,0.494226978,0.948002189,0.871007881,0.486187845,Sleep stage W
0.36136614,0.398632145,0.556759303,0.493382146,0.920087575,0.875570303,0.298342541,Sleep stage W
0.376055821,0.448461163,0.544983514,0.493663757,0.943623426,0.86727499,0.475138122,Sleep stage W
0.379360999,0.459697118,0.633537447,0.486905097,0.929939792,0.867689755,0.602209945,Sleep stage W
0.337128167,0.54518808,0.550164861,0.485497043,0.932676519,0.869348818,0.524861878,Sleep stage W
0.378259273,0.541279922,0.580310881,0.491692481,0.924466338,0.876399834,0.535911602,Sleep stage W
0.462724936,0.560820713,0.358926048,0.487468319,0.903667214,0.873081709,0.524861878,Sleep stage W
0.279838414,0.65901319,0.616109279,0.486060265,0.934318555,0.866445458,0.591160221,Sleep stage W
0.383033419,0.516853933,0.477626001,0.488313151,0.906951286,0.865615927,0.46961326,Sleep stage W
0.319133309,0.439179287,0.530381536,0.492818924,0.927750411,0.877229365,0.569060773,Sleep stage W
0.392948953,0.508549096,0.579368818,0.491129259,0.935413246,0.872252178,0.535911602,Sleep stage W
0.380829967,0.498290181,0.593970796,0.485497043,0.921182266,0.871837412,0.55801105,Sleep stage W
0.379728241,0.519785051,0.569948187,0.496198254,0.941434045,0.865615927,0.784530387,Sleep stage W
0.463092178,0.506595017,0.597739049,0.490566038,0.918992885,0.862297802,0.53038674,Sleep stage W
0.463826662,0.537371764,0.45313236,0.490566038,0.92665572,0.866860224,0.651933702,Sleep stage W
0.430774881,0.407425501,0.547338672,0.493945368,0.924466338,0.86727499,0.718232044,Sleep stage W
0.385604113,0.445530044,0.481865285,0.492537313,0.931034483,0.865615927,0.596685083,Sleep stage W
0.398824826,0.47630679,0.471502591,0.492255703,0.928845101,0.86146827,0.651933702,Sleep stage W
0.446933529,0.536883244,0.370701837,0.500704027,0.909688013,0.871007881,0.464088398,Sleep stage W
0.389276533,0.537860283,0.510127179,0.490002816,0.912972085,0.868934052,0.447513812,Sleep stage W
0.34851267,0.458720078,0.577955723,0.48774993,0.922824302,0.871422646,0.464088398,Sleep stage W
0.420859346,0.516853933,0.489872821,0.488594762,0.931581828,0.872252178,0.502762431,Sleep stage W
0.463826662,0.303370787,0.623174753,0.482117713,0.930487137,0.868519287,0.480662983,Sleep stage W
0.361733382,0.401074744,0.54074423,0.482117713,0.909140668,0.873081709,0.414364641,Sleep stage W
0.416819684,0.508549096,0.557230334,0.48099127,0.954022989,0.86727499,0.701657459,Sleep stage W
0.35218509,0.450903762,0.578897786,0.486623486,0.958401752,0.869763584,0.574585635,Sleep stage W
0.356224752,0.445041524,0.511540273,0.493100535,0.946907499,0.872666943,0.502762431,Sleep stage W
0.354755784,0.516853933,0.508243052,0.490002816,0.912972085,0.872252178,0.480662983,Sleep stage W
0.273962541,0.511480215,0.508243052,0.490002816,0.936507937,0.865201161,0.563535912,Sleep stage W
0.29379361,0.436736688,0.571361281,0.488594762,0.922276957,0.862712567,0.480662983,Sleep stage W
0.452442159,0.539325843,0.523316062,0.488876373,0.927203065,0.872666943,0.53038674,Sleep stage W
0.332354021,0.435271128,0.556759303,0.49141087,0.927750411,0.86727499,0.497237569,Sleep stage W
0.364304076,0.4543234,0.554875177,0.485497043,0.917350848,0.873496474,0.46961326,Sleep stage W
0.265148733,0.579872985,0.595854922,0.490002816,0.938697318,0.867689755,0.519337017,Sleep stage W
0.389643775,0.503175379,0.502119642,0.48774993,0.925561029,0.863127333,0.447513812,Sleep stage W
0.319133309,0.52173913,0.585021196,0.488876373,0.922276957,0.865615927,0.403314917,Sleep stage W
0.381197209,0.458720078,0.626471974,0.492255703,0.916256158,0.861883036,0.419889503,Sleep stage W
0.528461256,0.601856375,0.48940179,0.487186708,0.916256158,0.861053505,0.569060773,Sleep stage W
0.376055821,0.472398632,0.765426284,0.496479865,0.909688013,0.860638739,0.419889503,Sleep stage W
0.337495409,0.533952125,0.39566651,0.497324697,0.932129174,0.866860224,0.408839779,Sleep stage W
0.40874036,0.566682951,0.708902496,0.499014362,0.94198139,0.870178349,0.458563536,Sleep stage W
0.370547191,0.493893503,0.355628827,0.488313151,0.886699507,0.868104521,0.149171271,Sleep stage W
0.300771208,0.531021006,0.672162035,0.492255703,0.934318555,0.873081709,0.392265193,Sleep stage W
0.379360999,0.489008305,0.576542628,0.490284427,0.942528736,0.869348818,0.491712707,Sleep stage W
0.40690415,0.436736688,0.575600565,0.490002816,0.929392447,0.865615927,0.430939227,Sleep stage W
0.388542049,0.485100147,0.507772021,0.490284427,0.915708812,0.871837412,0.320441989,Sleep stage W
0.383400661,0.538837323,0.529910504,0.485778654,0.920634921,0.86437163,0.408839779,Sleep stage W
0.358060962,0.513434294,0.508243052,0.487468319,0.914614122,0.873081709,0.475138122,Sleep stage W
0.376055821,0.482657548,0.512953368,0.493382146,0.928297756,0.863542099,0.392265193,Sleep stage W
0.400293794,0.507572057,0.831370702,0.489721205,0.934318555,0.865201161,0.591160221,Sleep stage W
0.400661036,0.429408891,0.525200188,0.497887919,0.920634921,0.875155537,0.574585635,Sleep stage W
0.406536908,0.498290181,0.455487518,0.495353422,0.936507937,0.873496474,0.602209945,Sleep stage W
0.314359163,0.463116756,0.592557701,0.490002816,0.914066776,0.866030693,0.497237569,Sleep stage W
0.363936834,0.484123107,0.574187471,0.491974092,0.880678708,0.870593115,0.386740331,Sleep stage W
0.384869629,0.47777235,0.739048516,0.490847649,0.922276957,0.871837412,0.55801105,Sleep stage W
0.289019464,0.466047875,0.749882242,0.49141087,0.888888889,0.866030693,0.491712707,Sleep stage W
0.408005876,0.297020029,0.53179463,0.49141087,0.909688013,0.870178349,0.447513812,Sleep stage W
0.373117885,0.543234001,0.519076778,0.497324697,0.925013684,0.871007881,0.497237569,Sleep stage W
0.335659199,0.517830972,0.562882713,0.491692481,0.918992885,0.870178349,0.524861878,Sleep stage W
0.340066104,0.466047875,0.532736693,0.48774993,0.917898194,0.866030693,0.519337017,Sleep stage W
0.423062798,0.428920371,0.497409326,0.495916643,0.920634921,0.866860224,0.486187845,Sleep stage W
0.424164524,0.411333659,0.464908149,0.49141087,0.932129174,0.858979676,0.585635359,Sleep stage W
0.374219611,0.436248168,0.542628356,0.488876373,0.92665572,0.864786396,0.535911602,Sleep stage W
0.412045538,0.448461163,0.559114461,0.488594762,0.895457033,0.863127333,0.414364641,Sleep stage W
0.413514506,0.449926722,0.558643429,0.496761476,0.900930487,0.858979676,0.331491713,Sleep stage W
0.313991921,0.419638495,0.629769195,0.48803154,0.894909688,0.863542099,0.458563536,Sleep stage W
0.491002571,0.440156326,0.58313707,0.495353422,0.906403941,0.863127333,0.46961326,Sleep stage W
0.373485127,0.457254519,0.455487518,0.502112081,0.915708812,0.858564911,0.430939227,Sleep stage W
0.30297466,0.446995603,0.569477155,0.48774993,0.915708812,0.863956864,0.508287293,Sleep stage W
0.411678296,0.513922814,0.571832313,0.491974092,0.909688013,0.865201161,0.585635359,Sleep stage W
0.354388542,0.40937958,0.439943476,0.490847649,0.906403941,0.861883036,0.552486188,Sleep stage W
0.420492104,0.486077186,0.560056524,0.48803154,0.898741106,0.866860224,0.480662983,Sleep stage W
0.402864488,0.485588666,0.526142252,0.48803154,0.924466338,0.862712567,0.613259669,Sleep stage W
0.494674991,0.511968735,0.587847386,0.492255703,0.905856596,0.86146827,0.436464088,Sleep stage W
0.371648917,0.475818271,0.512011305,0.489721205,0.888341544,0.866030693,0.397790055,Sleep stage W
0.383767903,0.421592574,0.539331135,0.493100535,0.9348659,0.86146827,0.602209945,Sleep stage W
0.401762762,0.505617978,0.505416863,0.49141087,0.913519431,0.865615927,0.419889503,Sleep stage W
0.369445465,0.527601368,0.430522845,0.490847649,0.915161467,0.867689755,0.348066298,Sleep stage W
0.401762762,0.510991695,0.455958549,0.49141087,0.948549535,0.875155537,0.375690608,Sleep stage W
0.415717958,0.510503175,0.477626001,0.483807378,0.912972085,0.870593115,0.38121547,Sleep stage W
0.388174807,0.415730337,0.600094206,0.490566038,0.918992885,0.86437163,0.154696133,Sleep stage W
0.403966214,0.538837323,0.499764484,0.482680935,0.918445539,0.868519287,0.29281768,Sleep stage W
0.362467866,0.515876893,0.540273198,0.485215432,0.940339354,0.861053505,0.320441989,Sleep stage W
0.408005876,0.492916463,0.578426755,0.486341876,0.916256158,0.863956864,0.337016575,Sleep stage W
0.300771208,0.434294089,0.564295808,0.485497043,0.946907499,0.864786396,0.403314917,Sleep stage W
0.435549027,0.442110405,0.496467263,0.485215432,0.904761905,0.864786396,0.320441989,Sleep stage W
0.379360999,0.518319492,0.514366463,0.4843706,0.934318555,0.858564911,0.392265193,Sleep stage W
0.377157547,0.425989253,0.43805935,0.483807378,0.928297756,0.860223973,0.375690608,Sleep stage W
0.372383401,0.530532487,0.524729157,0.481272881,0.933223864,0.856905848,0.419889503,Sleep stage W
0.513037091,0.509037616,0.509656147,0.484652211,0.923918993,0.85773538,0.475138122,Sleep stage W
0.364671318,0.558378114,0.549693829,0.489157984,0.933223864,0.856491083,0.370165746,Sleep stage W
0.345574734,0.457254519,0.54074423,0.480428048,0.869184455,0.853587723,0.491712707,Sleep stage W
0.35218509,0.520273571,0.668864814,0.486060265,0.952928298,0.859809208,0.44198895,Sleep stage W
0.405802424,0.556912555,0.490343853,0.487186708,0.929392447,0.859809208,0.491712707,Sleep stage W
0.320235035,0.313629702,0.568535092,0.486341876,0.929392447,0.867689755,0.397790055,Sleep stage W
0.380462725,0.451880801,0.63447951,0.487468319,0.936507937,0.863542099,0.38121547,Sleep stage W
0.29930224,0.47777235,0.506829958,0.481836103,0.903667214,0.863127333,0.342541436,Sleep stage W
0.413514506,0.462628236,0.454074423,0.482962546,0.916256158,0.861053505,0.535911602,Sleep stage W
0.394050679,0.502198339,0.54074423,0.485497043,0.928297756,0.86146827,0.635359116,Sleep stage W
0.371648917,0.471421593,0.551577956,0.478738384,0.909140668,0.854417254,0.480662983,Sleep stage W
0.441792141,0.578895945,0.563824776,0.481272881,0.909688013,0.854002489,0.502762431,Sleep stage W
0.41057657,0.482657548,0.67074894,0.488313151,0.925013684,0.858150145,0.519337017,Sleep stage W
0.265515975,0.502686859,0.564766839,0.495071811,0.960043788,0.857320614,0.712707182,Sleep stage W
0.358060962,0.463605276,0.73716439,0.4843706,0.899288451,0.863956864,0.408839779,Sleep stage W
0.340066104,0.422081094,0.534149788,0.488594762,0.932129174,0.864786396,0.53038674,Sleep stage W
0.57656996,0.540302882,0.724446538,0.486623486,0.902572523,0.85483202,0.46961326,Sleep stage W
0.340800588,0.468490474,0.487988695,0.492818924,0.905856596,0.858150145,0.337016575,Sleep stage W
0.347410944,0.474841231,0.560998587,0.489157984,0.909688013,0.856491083,0.375690608,Sleep stage W
0.266250459,0.4543234,0.361752237,0.486060265,0.904761905,0.861053505,0.303867403,Sleep stage W
0.352552332,0.483634587,0.528026378,0.494226978,0.922276957,0.846121941,0.364640884,Sleep stage W
0.47264047,0.587200782,0.273198304,0.487186708,0.917350848,0.851099129,0.364640884,Sleep stage W
0.378993757,0.517830972,0.514366463,0.488313151,0.930487137,0.848610535,0.513812155,Sleep stage W
0.398090342,0.486565706,0.522373999,0.484652211,0.922824302,0.854002489,0.519337017,Sleep stage W
0.367242012,0.481191988,0.618464437,0.486341876,0.903667214,0.856491083,0.425414365,Sleep stage W
0.402130004,0.498290181,0.511069242,0.48803154,0.905856596,0.854002489,0.464088398,Sleep stage W
0.380095483,0.443087445,0.610927932,0.493945368,0.922824302,0.844462878,0.480662983,Sleep stage W
0.507161219,0.510014656,0.633066415,0.483525767,0.917350848,0.841974285,0.480662983,Sleep stage W
0.285714286,0.417195896,0.576542628,0.489157984,0.926108374,0.849854832,0.508287293,Sleep stage W
0.407271392,0.469956033,0.500706547,0.489439594,0.923918993,0.841559519,0.458563536,Sleep stage W
0.356591994,0.45481192,0.537447009,0.484652211,0.922824302,0.843633347,0.535911602,Sleep stage W
0.297833272,0.447972643,0.567593029,0.486060265,0.961685824,0.847366238,0.613259669,Sleep stage W
0.370547191,0.50024426,0.603391427,0.485497043,0.915708812,0.840315222,0.475138122,Sleep stage W
0.378259273,0.483634587,0.550164861,0.486060265,0.920634921,0.836997097,0.475138122,Sleep stage W
0.398457584,0.425989253,0.558172398,0.485497043,0.892172961,0.840315222,0.287292818,Sleep stage W
0.323907455,0.459697118,0.569006123,0.485497043,0.923918993,0.844462878,0.464088398,Sleep stage W
0.336393683,0.535417684,0.524258125,0.482680935,0.928297756,0.841974285,0.513812155,Sleep stage W
0.36687477,0.459697118,0.555346208,0.490284427,0.937055282,0.837411862,0.519337017,Sleep stage W
0.395152405,0.491450904,0.521902967,0.485215432,0.89819376,0.834093737,0.46961326,Sleep stage W
0.367976497,0.530532487,0.530852567,0.485778654,0.929392447,0.835338034,0.508287293,Sleep stage W
0.405435182,0.510503175,0.705134244,0.481554492,0.914614122,0.840729988,0.552486188,Sleep stage W
0.391479985,0.439667807,0.545925577,0.481836103,0.938149973,0.847366238,0.607734807,Sleep stage W
0.379728241,0.457743039,0.537447009,0.484933821,0.907498632,0.837826628,0.397790055,Sleep stage W
0.387073081,0.474841231,0.509185115,0.48099127,0.908593322,0.840729988,0.480662983,Sleep stage W
0.290488432,0.520762091,0.530381536,0.490002816,0.909140668,0.845707175,0.303867403,Sleep stage W
0.358428204,0.480703468,0.544041451,0.484933821,0.941434045,0.844048113,0.574585635,Sleep stage W
0.378626515,0.52320469,0.527555346,0.486623486,0.921182266,0.840315222,0.453038674,Sleep stage W
0.205288285,0.40937958,0.569477155,0.494226978,0.94909688,0.838241394,0.679558011,Sleep stage W
0.367609254,0.470933073,0.571832313,0.489439594,0.945265463,0.844048113,0.502762431,Sleep stage W
0.378259273,0.509037616,0.541686293,0.487468319,0.928845101,0.839070925,0.591160221,Sleep stage W
0.417554168,0.474352711,0.537918041,0.495635032,0.943076081,0.836997097,0.541436464,Sleep stage W
0.366507528,0.455788959,0.556759303,0.488313151,0.92665572,0.838241394,0.436464088,Sleep stage W
0.373117885,0.486565706,0.544983514,0.482962546,0.9408867,0.841974285,0.723756906,Sleep stage W
0.383767903,0.490962384,0.586905323,0.486060265,0.932676519,0.841974285,0.569060773,Sleep stage W
0.354755784,0.475818271,0.539331135,0.48803154,0.938697318,0.839900456,0.585635359,Sleep stage W
0.395519647,0.462628236,0.544983514,0.482399324,0.929939792,0.836997097,0.585635359,Sleep stage W
0.3977231,0.47630679,0.53462082,0.487468319,0.943076081,0.839485691,0.651933702,Sleep stage W
0.441424899,0.550073278,0.569006123,0.483244157,0.915161467,0.836582331,0.624309392,Sleep stage W
0.358428204,0.479237909,0.540273198,0.4843706,0.906403941,0.839070925,0.491712707,Sleep stage W
0.399192068,0.469467513,0.547809703,0.484933821,0.911877395,0.841559519,0.508287293,Sleep stage W
0.394050679,0.491939424,0.545925577,0.481836103,0.908593322,0.834923268,0.574585635,Sleep stage W
0.381931693,0.513434294,0.559114461,0.48774993,0.920634921,0.836997097,0.502762431,Sleep stage W
0.344105766,0.497801661,0.537918041,0.489721205,0.904761905,0.844877644,0.491712707,Sleep stage W
0.378259273,0.487054226,0.521902967,0.488594762,0.904761905,0.842803816,0.419889503,Sleep stage W
